main_star_n,gap_k
165339117254,1034
165339117254,1314
165339117254,1460
165339117254,3068
165339117254,3474
165339117254,3888
165339117255,68
165339117255,1104
165339117255,2634
165339117256,2960
165339117256,3300
165339117256,4140
165575136912,360
165575136912,2088
165575136912,3134
165575136912,4316
165575136912,4394
165575136913,882
165575136913,1772
165575136913,2106
165575136915,912
165575136915,3494
165575136915,4002
165661268285,314
165661268285,2034
165661268285,2190
165661268286,2132
165661268286,2418
165661268286,4860
165661268287,356
165661268287,2714
165661268288,672
165661268288,740
165661268288,3542
165661268288,4346
165661268288,4722
165668990497,3044
165668990497,3708
165668990498,590
165668990498,1382
165668990498,1452
165668990498,2396
165668990498,3978
165668990498,4592
165668990498,4980
165668990499,888
165668990499,966
165668990499,1880
165668990499,2648
165668990499,4974
165668990500,392
165668990500,1110
165668990500,1710
165668990500,2130
165668990500,2202
165668990500,2784
165668990500,3854
165668990500,3908
165668990500,4038
165668990500,4818
166607083747,788
166607083747,1244
166607083747,1848
166607083747,4908
166607083747,4958
166607083748,6
166607083748,80
166607083748,1430
166607083748,1746
166607083748,1958
166607083748,3530
166607083748,4256
166607083748,4542
166607083749,1398
166607083749,1476
166607083749,1964
166607083749,2628
166607083749,2838
166607083749,2978
166607083749,3108
166607083749,3560
166607083749,4280
166607083749,4386
166607083750,602
166607083750,1080
166607083750,1944
166607083750,2298
166607083750,3488
166847461001,2802
166847461001,3500
166847461001,3848
166847461001,4250
166847461001,4598
166847461001,4602
166847461002,210
166847461002,228
166847461002,390
166847461002,1998
166847461002,3750
166847461002,4386
166847461003,1446
166847461003,3026
166847461004,668
166847461004,726
166847461004,3854
167042833851,1488
167042833851,1862
167042833851,4232
167042833852,2148
167042833853,962
167042833853,1178
167042833853,1512
167042833853,1932
167042833853,2720
167042833853,2988
167042833854,1824
167042833854,3246
167042833854,3860
167042833854,4830
167350185246,342
167350185246,1650
167350185246,2370
167350185246,2550
167350185246,3530
167350185247,2478
167350185247,3194
167350185247,3254
167350185247,3594
167350185247,3840
167350185247,4868
167350185248,672
167350185248,1496
167350185248,1682
167350185248,4568
167350185249,156
167350185249,740
167912330832,1188
167912330832,1818
167912330832,2040
167912330832,2076
167912330832,3786
167912330833,3722
167912330834,110
167912330834,2624
167912330834,3038
167912330834,3798
167912330835,230
167912330835,1392
167912330835,1848
167914785368,420
167914785368,506
167914785368,860
167914785368,1602
167914785368,2288
167914785368,2418
167914785369,314
167914785369,1526
167914785369,3306
167914785369,4248
167914785370,840
167914785370,1910
167914785370,2594
167914785370,2930
167914785370,3638
167914785370,4218
167914785371,180
167914785371,2442
167914785371,4542
168181925229,896
168181925229,924
168181925229,1460
168181925230,440
168181925230,908
168181925230,1862
168181925230,2108
168181925230,2252
168181925230,3362
168181925230,4110
168181925231,434
168181925231,858
168181925231,3618
168181925231,4118
168181925231,4154
168181925231,4512
168181925232,326
168181925232,4596
168283371025,1374
168283371025,1550
168283371025,2252
168283371025,3654
168283371025,4550
168283371026,920
168283371026,1610
168283371026,3734
168283371026,4010
168283371027,188
168283371027,1934
168283371027,2064
168283371027,2094
168283371027,2204
168283371027,3176
168283371027,3380
168283371027,3876
168283371028,1470
168604868160,1242
168604868160,1934
168604868160,3824
168604868160,4664
168604868161,1344
168604868161,2694
168604868162,1518
168604868162,1578
168604868162,3644
168604868162,4874
168604868163,278
168604868163,3488
168700309262,366
168700309262,1934
168700309263,68
168700309263,1188
168700309263,1286
168700309263,3390
168700309264,638
168700309264,3116
168700309265,248
168700309265,1530
168700309265,1664
168700309265,1770
168700309265,1958
168700309265,4820
169380958169,600
169380958169,2078
169380958169,3428
169380958169,4518
169380958169,4758
169380958169,4850
169380958170,492
169380958170,864
169380958170,1020
169380958170,1088
169380958170,1874
169380958170,2250
169380958170,3698
169380958170,4532
169380958171,678
169380958171,1410
169380958171,1544
169380958171,1574
169380958171,3290
169380958172,684
169380958172,1068
169380958172,2430
169432955848,156
169432955848,432
169432955848,2912
169432955849,1286
169432955849,2930
169432955849,3926
169432955850,638
169432955850,3080
169432955850,3290
169432955850,3552
169432955851,1524
169432955851,3378
169873930493,1266
169873930493,2160
169873930493,4232
169873930494,1556
169873930494,1728
169873930494,2496
169873930494,2696
169873930494,3884
169873930495,212
169873930495,510
169873930495,828
169873930495,1130
169873930495,1574
169873930495,1580
169873930496,468
169873930496,4734
170344242931,1092
170344242931,2574
170344242931,2930
170344242931,4100
170344242932,3218
170344242932,4146
170344242932,4314
170344242933,1310
170344242933,3120
170344242934,2936
170344242934,4290
170438840233,1296
170438840233,1406
170438840233,2880
170438840233,3722
170438840234,1530
170438840234,2636
170438840235,4152
170438840236,488
170438840236,3482
170438840236,3530
170438840236,4104
170622486096,2738
170622486096,3768
170622486097,1578
170622486097,2298
170622486097,5000
170622486098,1242
170622486098,1272
170622486098,2558
170622486098,3336
170622486098,4106
170622486099,834
170622486099,1268
170622486099,2168
170622486099,3686
170622486099,4026
171242234079,1644
171242234079,2814
171242234079,2928
171242234079,3084
171242234080,24
171242234080,294
171242234080,3288
171242234080,4298
171242234081,572
171242234081,3938
171242234081,4398
171242234081,4400
171242234082,200
171242234082,2090
171908435073,1188
171908435073,1238
171908435073,1638
171908435073,3696
171908435074,1350
171908435074,2664
171908435074,2894
171908435074,4034
171908435074,4548
171908435075,1332
171908435075,3098
171908435075,3980
171908435076,242
171908435076,1784
171908435076,3474
171935056549,3936
171935056549,4788
171935056550,998
171935056550,2474
171935056551,1344
171935056551,1842
171935056551,2090
171935056551,3354
171935056552,26
171935056552,696
171935056552,878
171935056552,1824
171935056552,4928
171971403502,2534
171971403502,3474
171971403502,3806
171971403503,2106
171971403503,2112
171971403503,2222
171971403504,20
171971403504,714
171971403504,1454
171971403504,1994
171971403504,2358
171971403504,3288
171971403505,198
171971403505,1290
171971403505,1604
171971403505,3450
172843333077,588
172843333077,638
172843333077,818
172843333077,1784
172843333077,3366
172843333077,3990
172843333077,4470
172843333077,4620
172843333078,350
172843333078,2162
172843333078,2496
172843333078,2942
172843333078,4316
172843333078,4752
172843333079,470
172843333079,1554
172843333079,4178
172843333079,4718
172843333079,4898
172843333080,3054
172843333080,3254
172843333080,3734
172843333080,3834
172843333080,4604
173204652387,54
173204652387,594
173204652387,3176
173204652387,3356
173204652388,692
173204652388,1386
173204652388,1866
173204652388,4280
173204652389,980
173204652389,1406
173204652389,1520
173204652389,1754
173204652389,1778
173204652389,2940
173204652389,3324
173204652390,1098
173204652390,1788
173204652390,2198
173204652390,3618
173204652390,4638
173646143706,1122
173646143706,1614
173646143707,56
173646143707,410
173646143707,1764
173646143707,4004
173646143708,296
173646143708,4262
173646143708,4752
173646143709,620
173646143709,950
173646143709,1106
173646143709,2310
173721465569,524
173721465569,984
173721465569,1974
173721465569,2714
173721465569,3146
173721465569,3710
173721465570,858
173721465570,890
173721465570,2840
173721465570,3800
173721465570,3984
173721465570,4020
173721465570,4230
173721465571,308
173721465571,450
173721465571,668
173721465571,2888
173721465571,4340
173721465572,80
173721465572,656
173721465572,1346
173721465572,2688
173721465572,3554
173721465572,4620
174592226172,954
174592226172,3248
174592226172,3780
174592226172,4860
174592226173,726
174592226173,2268
174592226174,144
174592226174,536
174592226174,2640
174592226174,4370
174592226174,4436
174592226175,684
174592226175,2450
174592226175,3632
175035923829,420
175035923829,570
175035923829,980
175035923829,1500
175035923829,3396
175035923829,4310
175035923829,4866
175035923829,4958
175035923830,668
175035923830,984
175035923830,1290
175035923830,2858
175035923830,4854
175035923831,824
175035923831,1160
175035923831,1724
175035923831,2522
175035923831,3732
175035923831,4044
175035923832,488
175035923832,668
175035923832,710
175035923832,1934
175035923832,2666
175035923832,3744
175035923832,3836
175035923832,4440
175571155381,890
175571155381,2220
175571155381,2528
175571155381,4572
175571155381,4920
175571155381,4998
175571155382,2226
175571155382,2828
175571155382,3780
175571155382,4620
175571155383,4212
175571155383,4758
175571155383,4860
175571155384,2486
175571155384,4640
175719298471,944
175719298471,1980
175719298471,4380
175719298471,4638
175719298472,930
175719298472,1478
175719298472,1626
175719298472,1634
175719298472,1710
175719298472,2144
175719298472,3708
175719298472,3870
175719298473,1550
175719298473,2088
175719298473,2802
175719298473,3192
175719298473,3866
175719298473,4962
175719298474,314
175719298474,860
175719298474,2358
175719298474,4976
175825247566,678
175825247566,1598
175825247567,114
175825247567,134
175825247567,374
175825247567,2058
175825247567,4958
175825247568,98
175825247568,1140
175825247568,2288
175825247568,2648
175825247568,3012
175825247568,3210
175825247568,3660
175825247569,726
175825247569,1146
175825247569,1416
175825247569,1518
175825247569,3738
175825247569,4908
176449812428,968
176449812428,2688
176449812429,720
176449812429,2676
176449812430,1062
176449812430,4238
176449812431,378
176449812431,1352
176449812431,2354
176449812431,2564
176449812431,3114
176449812431,3188
176449812431,4628
176780365080,1610
176780365080,2438
176780365080,4818
176780365081,3524
176780365082,144
176780365082,1680
176780365082,3234
176780365083,440
176780365083,2226
176780365083,4826
176837893564,326
176837893564,410
176837893564,2264
176837893564,2816
176837893564,3596
176837893564,3776
176837893564,4650
176837893565,954
176837893565,2322
176837893565,3312
176837893565,3834
176837893566,1680
176837893566,2124
176837893566,4454
176837893567,1058
176837893567,2436
176837893567,2820
176837893567,3950
176837893567,4050
176910594747,606
176910594747,896
176910594747,2084
176910594747,2096
176910594747,4776
176910594748,228
176910594748,2202
176910594748,3542
176910594748,4376
176910594748,4680
176910594748,4832
176910594749,426
176910594749,1890
176910594749,2148
176910594749,3098
176910594749,3260
176910594750,254
176910594750,350
176910594750,1110
177420430669,284
177420430670,1350
177420430670,2870
177420430670,3128
177420430671,1242
177420430671,2658
177420430671,3852
177420430672,1656
177420430672,2846
177420430672,4548
177420430672,4848
178461679403,720
178461679403,1056
178461679403,4352
178461679403,4380
178461679403,4802
178461679404,296
178461679404,1194
178461679404,1896
178461679404,4518
178461679405,1140
178461679405,1812
178461679405,2042
178461679405,2090
178461679405,3318
178461679405,4758
178461679406,102
178461679406,224
178461679406,3618
178586547574,254
178586547574,1704
178586547574,2390
178586547574,2858
178586547574,4338
178586547575,924
178586547575,1328
178586547575,1374
178586547575,2168
178586547575,3984
178586547575,4734
178586547576,390
178586547576,734
178586547576,3638
178586547576,3962
178586547576,4692
178586547576,4710
178586547577,624
178586547577,3704
178586547577,4068
178747447100,1542
178747447100,2592
178747447100,3470
178747447100,3512
178747447101,3218
178747447101,3992
178747447101,4412
178747447102,1304
178747447102,1710
178747447102,2216
178747447102,2880
178747447102,3248
178747447102,4116
178747447102,5000
178747447103,3296
178805665412,2628
178805665412,3080
178805665412,3234
178805665413,398
178805665413,720
178805665413,986
178805665413,4952
178805665414,3656
178805665414,3758
178805665415,210
178805665415,2930
178805665415,3084
178805665415,3572
178875580402,294
178875580402,2898
178875580403,2816
178875580403,3206
178875580403,3410
178875580403,3540
178875580404,2138
178875580404,2246
178875580404,2390
178875580404,3444
178875580404,3614
178875580405,3744
179230355317,74
179230355317,1356
179230355317,3698
179230355318,836
179230355318,1698
179230355318,4862
179230355319,404
179230355319,416
179230355319,650
179230355319,720
179230355319,830
179230355319,1386
179230355319,2754
179230355319,2940
179230355320,72
179230355320,90
179230355320,2294
179230355320,2604
179793240477,180
179793240477,2124
179793240477,3008
179793240477,4926
179793240478,1628
179793240478,1722
179793240478,4626
179793240479,2550
179793240480,734
179793240480,1418
179793240480,1710
179793240480,2120
179793240480,3278
179793240480,3908
180687776450,2652
180687776450,2910
180687776450,4500
180687776451,98
180687776451,140
180687776451,1062
180687776451,2474
180687776451,4674
180687776452,720
180687776452,734
180687776452,2034
180687776452,2888
180687776452,4608
180687776452,4886
180687776453,530
180687776453,2310
180687776453,4398
180687776453,4508
180687776453,4752
180714705286,1440
180714705286,1572
180714705287,836
180714705287,1496
180714705287,1620
180714705287,1764
180714705287,3834
180714705288,158
180714705288,2642
180714705288,4052
180714705289,476
180714705289,1136
180714705289,1836
180714705289,2948
180714705289,3200
180714705289,3638
180714705289,4274
180714705289,4988
181092904405,692
181092904405,1850
181092904405,2594
181092904406,888
181092904406,2978
181092904406,3968
181092904407,78
181092904407,126
181092904407,186
181092904407,1388
181092904407,3500
181092904407,4844
181092904408,440
181092904408,672
181092904408,1820
181092904408,2550
181092904408,4128
181651015937,294
181651015937,1898
181651015937,2514
181651015937,3410
181651015937,4640
181651015938,558
181651015938,2280
181651015938,2432
181651015938,3572
181651015938,4128
181651015939,536
181651015939,1248
181651015939,1496
181651015940,1992
181651015940,2232
181651015940,2570
181651015940,4458
181937605194,734
181937605194,2286
181937605194,3348
181937605194,3786
181937605194,3830
181937605194,4038
181937605194,4080
181937605194,4358
181937605196,2250
181937605196,3948
181937605196,4898
181937605197,2966
181937605197,4248
181937605197,4896
182152915402,1566
182152915402,2448
182152915402,2834
182152915403,4178
182152915404,1164
182152915404,2454
182152915404,4826
182152915405,2898
182152915405,3852
182457864795,248
182457864795,432
182457864795,1298
182457864795,2148
182457864795,4130
182457864796,14
182457864796,1074
182457864796,1844
182457864796,2340
182457864796,3212
182457864796,4958
182457864797,1298
182457864797,1980
182457864797,2594
182457864797,3486
182457864798,278
182457864798,3018
182457864798,3360
182457864798,3522
182457864798,4970
182501065420,560
182501065420,1524
182501065420,1712
182501065420,3144
182501065422,4364
182501065423,318
182501065423,3090
182501065423,4932
182501065422,4364
182501065423,318
182501065423,3090
182501065423,4932
182501065424,684
182501065424,720
182501065424,914
182501065424,1394
182501065424,1598
182501065424,1968
182501065424,2370
182501065424,2388
182501065424,3570
182501065424,4250
183853791435,50
183853791436,3050
183853791436,3818
183853791436,4014
183853791436,4038
183853791436,4532
183853791437,2886
183853791437,3800
183853791438,36
183853791438,408
183853791438,2760
183853791438,4320
183855053786,444
183855053786,608
183855053786,650
183855053786,1188
183855053787,1754
183855053787,1986
183855053787,2540
183855053787,3330
183855053787,3470
183855053788,398
183855053788,1032
183855053788,1602
183855053788,2328
183855053788,3456
183855053788,3852
183855053789,2664
184063289465,3344
184063289465,3654
184063289465,3918
184063289465,4998
184063289466,390
184063289466,1658
184063289466,3320
184063289467,20
184063289467,1034
184063289467,3294
184063289467,3660
184063289467,4148
184063289468,2630
184557367891,68
184557367891,570
184557367891,1224
184557367891,2984
184557367891,3062
184557367891,3860
184557367891,4430
184557367892,830
184557367892,3570
184557367892,3816
184557367892,3858
184557367892,4568
184557367893,72
184557367893,1992
184557367893,2058
184557367893,3762
184557367893,4172
184557367894,404
184557367894,2556
184887905278,1220
184887905278,1602
184887905278,2402
184887905278,2678
184887905278,4572
184887905279,390
184887905279,480
184887905279,576
184887905279,768
184887905279,1064
184887905279,2436
184887905279,2666
184887905279,4146
184887905280,164
184887905280,1202
184887905280,2088
184887905281,134
184887905281,3254
184887905281,4782
184887905281,4814
185348172642,98
185348172642,2886
185348172642,3366
185348172642,3698
185348172642,4146
185348172643,1622
185348172643,4598
185348172644,1710
185348172644,2288
185348172644,2816
185348172644,4410
185348172645,660
185348172645,1062
185348172645,3614
185348172645,3738
185348172645,4454
185556943590,1790
185556943590,2400
185556943590,2558
185556943590,3572
185556943591,1878
185556943591,1964
185556943591,2040
185556943591,2102
185556943591,2688
185556943591,3030
185556943591,4344
185556943591,4454
185556943591,4970
185556943592,96
185556943592,480
185556943593,872
185556943593,1302
185556943593,1466
185556943593,3236
185556943593,3420
185556943593,3836
185716905753,870
185716905753,1610
185716905753,3632
185716905754,120
185716905754,1604
185716905754,2846
185716905754,3758
185716905755,392
185716905755,1850
185716905755,2114
185716905755,4478
185716905756,2162
185716905756,3750
185716905756,3818
185716905756,3944
185716905756,4338
185995397976,1314
185995397976,1902
185995397976,2354
185995397976,3014
185995397976,4148
185995397976,4920
185995397977,300
185995397977,1070
185995397977,4434
185995397977,4788
185995397978,116
185995397978,230
185995397978,2126
185995397978,2180
185995397978,4700
185995397979,156
185995397979,900
185995397979,1334
185995397979,1346
185995397979,3596
185995397979,4806
186840786758,38
186840786758,192
186840786758,650
186840786758,1278
186840786758,1368
186840786758,1896
186840786758,1932
186840786758,4286
186840786758,4760
186840786759,2934
186840786759,4340
186840786759,4854
186840786760,600
186840786760,830
186840786760,864
186840786760,4218
186840786761,4500
187018537639,1140
187018537639,2510
187018537639,3776
187018537639,3896
187018537639,3926
187018537640,4100
187018537641,710
187018537641,830
187018537641,1980
187018537641,2882
187018537641,3930
187018537641,3962
187018537642,320
187018537642,606
187018537642,1940
187018537642,2618
187018537642,3978
187863991216,2424
187863991216,2618
187863991216,4604
187863991216,4634
187863991217,494
187863991217,1256
187863991217,1278
187863991217,3108
187863991217,3978
187863991217,4226
187863991217,4326
187863991218,1236
187863991218,2310
187863991218,3716
187863991219,138
187863991219,474
187863991219,840
187863991219,1244
187863991219,1638
187863991219,2220
187863991219,2288
187863991219,4260
187863991219,4866
188217309006,1764
188217309006,3614
188217309007,368
188217309007,1014
188217309007,1514
188217309007,3054
188217309007,3458
188217309007,3864
188217309007,4976
188217309008,116
188217309008,572
188217309008,678
188217309008,1332
188217309008,1580
188217309008,3162
188217309009,3114
188416134014,350
188416134014,896
188416134014,2936
188416134014,2954
188416134014,3468
188416134015,1032
188416134015,1448
188416134015,2100
188416134015,2264
188416134015,3132
188416134015,4350
188416134016,1280
188416134016,2394
188416134016,2930
188416134016,4424
188416134016,4688
188416134017,1568
188416134017,2720
188416134017,3000
188416134017,3408
188416134017,3570
188416134017,3978
188972591003,656
188972591003,738
188972591003,1566
188972591003,2592
188972591003,3798
188972591003,3870
188972591004,1628
188972591004,2708
188972591004,4878
188972591005,810
188972591005,1170
188972591005,2864
188972591005,3008
188972591006,594
188972591006,3002
188972591006,3932
188972591006,4158
188972591006,4562
188972591006,4910
188972591006,4974
188977194279,866
188977194279,1778
188977194279,2898
188977194279,4856
188977194280,1950
188977194280,4692
188977194281,384
188977194281,488
188977194281,608
188977194281,2310
188977194281,2900
188977194281,3498
188977194281,3882
188977194282,3224
188977194282,4578
189064207208,1980
189064207209,798
189064207209,2714
189064207209,3246
189064207210,672
189064207210,764
189064207210,3428
189064207211,3600
189064207211,3692
189064207211,4718
189329002425,68
189329002425,420
189329002425,1278
189329002425,2534
189329002425,2798
189329002426,458
189329002426,4914
189329002427,1496
189329002428,32
189329002428,2480
189329002428,2598
189329002428,2840
189329002428,3506
189329002428,4472
190076663349,1920
190076663349,2324
190076663349,2700
190076663349,2766
190076663350,1544
190076663350,1890
190076663350,2328
190076663351,962
190076663351,2214
190076663351,4310
190076663352,1098
190076663352,3288
190076663352,4106
190133019361,740
190133019361,1362
190133019361,4284
190133019362,3074
190133019362,4866
190133019362,4976
190133019363,440
190133019363,1386
190133019363,1490
190133019363,1790
190133019363,4010
190133019363,4958
190133019364,3374
190133019364,4476
190407865132,1568
190407865132,2324
190407865132,3716
190407865133,4608
190407865134,188
190407865134,434
190407865134,2348
190407865134,2478
190407865134,3128
190407865134,3978
190687574734,620
190687574734,1346
190687574735,1452
190687574735,1592
190687574735,4310
190687574736,4958
190687574737,4866
190901847788,1860
190901847789,578
190901847789,980
190901847789,1944
190901847789,2396
190901847789,4566
190901847789,4620
190901847790,420
190901847790,1598
190901847790,1812
190901847791,1080
190901847791,2474
190901847791,3368
190901847791,3860
191092144460,608
191092144460,1488
191092144461,84
191092144461,968
191092144461,1932
191092144461,2624
191092144461,3884
191092144461,4962
191092144462,2510
191092144462,3264
191092144462,3978
191092144463,3446
191092144463,4070
191141967758,138
191141967758,1568
191141967758,4758
191141967759,476
191141967759,600
191141967759,914
191141967759,1040
191141967759,1530
191141967759,3246
191141967759,4590
191141967760,432
191141967760,3822
191141967761,660
191141967761,1344
191141967761,1524
191438329085,2162
191438329085,2600
191438329085,2792
191438329085,3248
191438329085,4274
191438329085,4860
191438329086,384
191438329086,3632
191438329086,4038
191438329086,4562
191438329087,200
191438329087,314
191438329087,1358
191438329087,1746
191438329087,2348
191438329087,2886
191438329087,3090
191438329087,4550
191438329088,386
191438329088,686
191438329088,1112
191438329088,3950
191438329088,4892
191863815026,2408
191863815026,3684
191863815026,4844
191863815028,1112
191863815028,2046
191863815028,2340
191863815029,110
191863815029,336
191863815029,2454
191863815029,2526
191863815029,3638
191863815029,4146
191863815029,4518
191863815029,4920
191863815029,4980
191945949041,60
191945949041,1430
191945949041,3674
191945949042,1704
191945949042,2540
191945949043,2478
191945949044,854
191945949044,4958
191955625230,872
191955625230,1208
191955625230,1592
191955625230,1848
191955625230,2558
191955625230,3654
191955625231,4718
191955625232,354
191955625232,2124
191955625232,2544
191955625232,3654
191955625232,4386
191955625233,1106
191955625233,3392
192046596804,450
192046596804,1050
192046596804,1476
192046596804,2048
192046596804,2696
192046596804,4914
192046596805,4680
192046596806,2264
192046596806,2634
192046596806,3344
192046596806,3722
192046596807,420
192046596807,1514
192046596807,2840
192641412832,404
192641412832,2456
192641412832,4440
192641412832,4836
192641412833,62
192641412833,1142
192641412833,4886
192641412834,350
192641412834,1178
192641412834,2964
192641412834,3026
192641412834,3458
192641412835,614
192641412835,1814
192641412835,2942
192641412835,3470
192695129511,1850
192695129511,4050
192695129511,4188
192695129511,4232
192695129513,402
192695129513,1920
192695129513,3818
192695129514,1436
192695129514,2528
192695129514,3548
192695129514,4118
192758089336,164
192758089336,1448
192758089336,1754
192758089336,3054
192758089337,2888
192758089337,3000
192758089337,4388
192758089338,1920
192758089339,114
192758089339,258
192758089339,1160
192758089339,1734
192758089339,2058
192758089339,3380
192912011969,2394
192912011969,2910
192912011969,3024
192912011969,3980
192912011970,842
192912011970,1434
192912011970,2994
192912011970,3800
192912011970,4512
192912011971,350
192912011971,2168
192912011971,2310
192912011971,2838
192912011971,2844
192912011971,2918
192912011971,3128
192912011971,3224
192912011971,3308
192912011972,588
192912011972,1560
192912011972,2958
192912011972,4154
193087289845,1910
193087289845,3584
193087289845,3674
193087289845,4320
193087289845,4610
193087289846,2
193087289846,192
193087289846,854
193087289846,1770
193087289846,3420
193087289847,1868
193087289847,2154
193087289847,4146
193087289848,3846
193087289848,4958
193160650236,1838
193160650236,4340
193160650236,4538
193160650237,2394
193160650237,3506
193160650237,3750
193160650237,4584
193160650238,56
193160650238,1410
193160650239,90
193160650239,440
193160650239,654
193160650239,1746
193160650239,4430
193160650239,4550
193204136509,258
193204136509,596
193204136509,840
193204136509,3390
193204136509,4806
193204136510,138
193204136510,1050
193204136510,1194
193204136510,1830
193204136510,2562
193204136511,1808
193204136512,20
193204136512,428
193204136512,4368
193204136512,4646
193308346680,2684
193308346681,1100
193308346681,1560
193308346681,2324
193308346681,2388
193308346681,4940
193308346682,3474
193308346683,1686
193308346683,4968
194187703461,72
194187703461,264
194187703461,2582
194187703461,3080
194187703461,4764
194187703462,1028
194187703462,3954
194187703462,4220
194187703462,4520
194187703463,908
194187703463,3266
194187703464,440
194187703464,2004
194187703464,4274
194745059786,1764
194745059786,2730
194745059786,2754
194745059786,3708
194745059786,3984
194745059786,4290
194745059787,4098
194745059788,446
194745059788,828
194745059788,1782
194745059788,2478
194745059788,3206
194745059788,3222
194745059788,3278
194745059788,4296
194745059788,4458
194745059788,4776
194745059788,4932
194745059789,2690
194745059789,3420
194745059789,3426
194745059789,4314
194757492538,3066
194757492538,3726
194757492538,4296
194757492539,828
194757492539,3654
194757492539,4944
194757492540,692
194757492540,1250
194757492540,1934
194757492540,2720
194757492540,3222
194757492540,3968
194757492541,212
194757492541,228
194757492541,1554
194757492541,1664
194757492541,3024
194757492541,3744
194757492541,4058
194902339379,1016
194902339379,2336
194902339379,2426
194902339379,3848
194902339380,942
194902339380,2228
194902339380,2874
194902339380,3192
194902339380,3530
194902339380,3608
194902339381,458
194902339381,1362
194902339382,984
194902339382,1118
194902339382,1218
194902339382,2504
194902339382,3224
194986195678,432
194986195678,966
194986195678,2940
194986195678,4602
194986195680,42
194986195680,1278
194986195680,1382
194986195680,3810
194986195680,4998
194986195681,968
194986195681,1050
194986195681,2550
194986195681,3792
194986195681,4110
195188997153,1896
195188997153,2372
195188997153,3348
195188997153,3560
195188997153,4982
195188997154,350
195188997154,668
195188997154,834
195188997154,918
195188997154,1136
195188997154,1596
195188997155,1472
195188997155,3062
195188997155,3468
195188997155,4602
195188997155,4872
195188997156,1338
195188997156,1614
195188997156,2130
195188997156,2724
195658883987,710
195658883987,1508
195658883987,1616
195658883988,30
195658883988,66
195658883988,588
195658883988,798
195658883988,1022
195658883988,4298
195658883988,4386
195658883988,4718
195658883989,1454
195658883989,3708
195701543355,192
195701543355,440
195701543355,1974
195701543355,2042
195701543355,3030
195701543355,3840
195701543356,588
195701543356,678
195701543356,692
195701543356,920
195701543356,1080
195701543356,3860
195701543356,4472
195701543357,314
195701543357,1304
195701543357,4028
195701543357,4730
195860168439,1634
195860168439,2060
195860168439,2996
195860168439,3638
195860168439,3890
195860168440,2424
195860168440,2708
195860168440,3362
195860168441,3222
195860168441,4620
195860168442,794
195860168442,2060
195860168442,2364
195860168442,2546
195860168442,3290
195860168442,3386
195860168442,3908
195917688849,594
195917688849,686
195917688849,870
195917688849,1140
195917688849,1658
195917688849,2130
195917688849,2144
195917688849,2600
195917688849,2700
195917688849,3050
195917688849,3548
195917688849,4260
195917688850,2748
195917688851,2004
195917688851,3132
195917688851,4214
195917688851,4752
195917688852,140
195917688852,1674
195917688852,2616
195917688852,3116
195917688852,3590
196635889798,96
196635889798,1616
196635889798,1950
196635889798,2426
196635889798,2870
196635889798,4692
196635889798,4916
196635889799,636
196635889799,1244
196635889799,1806
196635889799,1980
196635889799,2454
196635889799,4194
196635889799,4488
196635889799,4820
196635889801,2544
196635889801,3840
196807871883,576
196807871883,926
196807871883,1182
196807871883,1932
196807871883,2522
196807871883,3300
196807871883,3600
196807871884,2048
196807871884,2226
196807871884,3224
196807871884,3344
196807871884,4686
196807871885,1112
196807871885,1752
196807871885,4752
196807871886,2562
196807871886,2792
196807871886,3374
197540028585,1178
197540028585,2024
197540028585,2504
197540028585,3008
197540028585,3314
197540028585,4202
197540028585,4998
197540028586,1112
197540028586,1974
197540028586,1980
197540028586,4734
197540028586,4958
197540028587,18
197540028587,300
197540028587,2396
197540028587,3284
197540028588,102
197540028588,1712
197540028588,1988
197540028588,2988
197540028588,3888
197540028588,4206
197540028588,4386
198514016386,182
198514016386,528
198514016388,558
198514016388,770
198514016388,3290
198514016388,3320
198514016389,2156
198514016389,2618
198514016389,3950
198690941556,702
198690941556,1394
198690941556,3372
198690941557,104
198690941558,1806
198690941558,2108
198690941558,2352
198690941558,2606
198690941558,3618
198690941559,3924
198690941559,4154
198690941559,4200
198789647963,246
198789647963,458
198789647963,572
198789647963,930
198789647963,2526
198789647963,3816
198789647964,1734
198789647964,4644
198789647965,414
198789647965,1898
198789647965,1932
198789647965,2702
198789647965,2798
198789647965,3198
198789647965,3284
198789647965,3618
198789647965,3962
198789647965,4808
198789647966,1614
198789647966,2112
198789647966,2832
198789647966,2984
198789647966,4062
198830954111,788
198830954111,3110
198830954111,3638
198830954111,4514
198830954112,1500
198830954112,4556
198830954113,2816
198830954113,3300
198830954113,3668
198830954113,3860
198830954113,4080
198830954113,4772
198830954114,1850
198830954114,2648
198830954114,3980
198830954114,4484
198992912472,936
198992912473,1052
198992912473,1512
198992912473,2088
198992912474,636
198992912474,3344
198992912475,872
198992912475,2588
198992912475,2732
198992912475,2970
198992912475,3684
198992912475,4032
198996421538,416
198996421538,1302
198996421538,2900
198996421538,3446
198996421538,4448
198996421538,4790
198996421539,1506
198996421539,3990
198996421539,4520
198996421540,1334
198996421540,1760
198996421540,2712
198996421540,2972
198996421540,3024
198996421540,3792
198996421541,714
198996421541,1704
198996421541,3720
198996421541,3810
198996421541,4182
198996421541,4262
198996421541,4448
199515980284,348
199515980284,906
199515980284,1104
199515980284,1316
199515980284,4938
199515980285,102
199515980285,4212
199515980286,2810
199515980286,3182
199515980286,4434
199533092590,120
199533092590,650
