main_star_n,gap_k
108219662792,390
108219662792,968
108219662792,1140
108219662792,1316
108219662792,2168
108219662792,3024
108219662792,4920
108418038553,788
108418038553,896
108418038553,2442
108418038553,3936
108418038554,4470
108418038555,342
108418038555,2708
108418038555,4808
108418038556,540
108418038556,2898
108418038556,4500
109079902566,1182
109079902566,1902
109079902566,1920
109079902566,2898
109079902566,3498
109079902567,1716
109079902567,2408
109079902567,2696
109079902567,2718
109079902568,198
109079902568,752
109079902568,2060
109079902568,3066
109079902568,3566
109079902568,3708
109079902568,3842
109079902568,3936
109079902568,4818
109079902569,390
109079902569,440
109079902569,1554
109079902569,3006
109079902569,3336
109079902569,4440
109079902569,4626
109079902569,4878
109079902569,4898
109088508082,2126
109088508082,4650
109088508082,4688
109088508083,956
109088508083,1278
109088508083,2948
109088508083,2952
109088508083,3032
109088508083,3710
109088508084,1790
109088508084,2288
109088508084,3720
109088508085,390
109088508085,404
109088508085,1514
109088508085,4782
109421263737,830
109421263737,1640
109421263737,2958
109421263737,4694
109421263737,4724
109421263738,278
109421263738,380
109421263738,672
109421263738,1026
109421263738,1376
109421263738,3912
109421263739,1848
109421263739,1884
109421263740,4592
109547710839,1718
109547710839,1734
109547710839,3476
109547710839,4338
109547710839,4914
109547710840,3938
109547710840,4844
109547710841,1104
109547710841,1892
109547710841,2274
109547710841,2340
109547710841,3542
109547710841,4164
109547710841,4178
109547710842,116
109547710842,668
109547710842,1208
109547710842,2298
109642314968,3170
109642314968,4116
109642314969,108
109642314969,270
109642314969,734
109642314969,4878
109642314970,344
109642314970,1878
109642314971,2000
109642314971,2772
109642314971,3758
110200337978,546
110200337978,3092
110200337978,3206
110200337979,416
110200337979,1104
110200337979,1206
110200337980,84
110200337980,1148
110200337981,20
110200337981,1232
110200337981,2574
110200337981,3614
110200337981,3984
110545163916,1550
110545163916,1902
110545163916,2748
110545163917,686
110545163917,2706
110545163917,3746
110545163917,4646
110545163917,4890
110545163918,80
110545163918,948
110545163918,3506
110545163918,3938
110545163918,4526
110545163919,468
110545163919,1824
110545163919,2606
110545163919,4476
110545163919,4850
110953692031,1152
110953692031,3548
110953692031,4568
110953692031,4688
110953692032,444
110953692032,2348
110953692032,2370
110953692032,3558
110953692032,3588
110953692033,78
110953692033,1356
110953692033,2016
110953692033,2046
110953692033,2168
110953692033,2808
110953692034,3444
110953692034,4134
111056522234,60
111056522235,1098
111056522235,2238
111056522235,2394
111056522235,3062
111056522235,3084
111056522236,702
111056522236,1568
111056522236,4898
111056522237,234
111056522237,776
111056522237,1274
111056522237,1934
111056522237,3834
111056522237,4826
111394504551,1374
111394504551,2040
111394504551,2742
111394504551,4160
111394504552,608
111394504552,3386
111394504552,3920
111394504553,360
111394504553,2522
111394504553,3426
111394504553,3918
111394504553,4328
111394504554,378
111394504554,2346
111394504554,2478
111394504554,3090
111394504554,4068
111807642623,12
111807642623,86
111807642623,2538
111807642624,3108
111807642624,3900
111807642625,14
111807642625,228
111807642625,798
111807642625,1032
111807642625,1262
111807642625,1340
111807642625,3084
111807642626,4632
112231397180,1554
112231397180,2228
112231397180,3384
112231397180,3518
112231397181,1112
112231397182,2280
112231397182,3464
112231397182,3794
112231397182,4716
112231397183,146
112231397183,608
112231397183,3036
112231397183,3632
112243761274,1028
112243761274,1874
112243761274,2190
112243761274,2756
112243761274,3066
112243761274,3558
112243761275,378
112243761275,1034
112243761275,1292
112243761275,2358
112243761275,3194
112243761276,110
112243761276,192
112243761276,228
112243761276,1514
112243761276,2232
112243761276,3768
112243761276,4482
112243761276,4988
112243761277,2106
112243761277,2474
112243761277,3354
112243761277,4020
112368908562,620
112368908562,1074
112368908562,1776
112368908562,3990
112368908563,726
112368908563,876
112368908563,3140
112368908563,3402
112368908563,3476
112368908564,206
112368908564,2126
112368908564,2226
112368908564,3384
112368908564,4998
112368908565,1298
112368908565,1784
112368908565,2054
112368908565,2088
112368908565,3464
112612226091,158
112612226091,620
112612226091,4938
112612226092,758
112612226092,1346
112612226092,2288
112612226092,2298
112612226093,12
112612226093,618
112612226093,762
112612226094,2708
112612226094,3114
112612226094,3516
113498157321,1518
113498157321,4338
113498157322,2490
113498157322,3194
113498157322,3566
113498157323,1572
113498157323,2396
113498157323,2748
113498157323,3908
113498157323,4400
113498157323,4728
113498157324,656
113498157324,3278
113660483086,1920
113660483086,2190
113660483086,2450
113660483086,3104
113660483087,3404
113660483088,1110
113660483088,2772
113660483089,1934
113660483089,3858
113660483089,3954
114246171966,284
114246171966,3188
114246171966,4388
114246171966,4742
114246171967,2378
114246171967,4098
114246171968,56
114246171968,920
114246171968,2216
114246171968,2358
114246171968,2802
114246171968,3492
114246171968,4538
114246171969,2156
114246171969,2234
114246171969,2918
114246171969,3108
114246171969,3704
114497825913,656
114497825913,1178
114497825913,1346
114497825913,2198
114497825913,2988
114497825913,3392
114497825913,3990
114497825913,4530
114497825914,338
114497825914,3716
114497825914,4088
114497825914,4830
114497825915,1808
114497825915,3920
114497825916,2940
114497825916,3218
114497825916,3758
114497825916,4658
114703148315,774
114703148315,1952
114703148315,2858
114703148315,4710
114703148316,1304
114703148316,1920
114703148316,2588
114703148316,3404
114703148316,4788
114703148317,1224
114703148317,1428
114703148317,2436
114703148317,2934
114703148317,3506
114703148317,4398
114703148318,3912
114756532718,1992
114756532718,3002
114756532718,3788
114756532718,4100
114756532719,224
114756532719,686
114756532719,1160
114756532719,1484
114756532719,1598
114756532719,1650
114756532719,4028
114756532720,3258
114756532720,3648
114756532720,4280
114756532720,4614
114756532720,4704
114756532720,4878
114756532721,878
114756532721,1664
114756532721,2420
114756532721,3050
114756532721,3084
114756532721,4934
114986878169,1944
114986878169,3834
114986878169,4928
114986878170,1500
114986878171,360
114986878171,1260
114986878171,2508
114986878171,2628
114986878171,3524
114986878171,4014
114986878171,4520
114986878172,746
114986878172,1014
114986878172,1514
114986878172,3548
115372895197,1200
115372895197,2676
115372895198,3348
115372895198,3878
115372895199,950
115372895199,2990
115372895199,3836
115372895199,4488
115372895200,374
115372895200,2930
115372895200,3882
115817631640,588
115817631640,1734
115817631640,3558
115817631641,2940
115817631641,3042
115817631641,3314
115817631641,3482
115817631641,3572
115817631641,4934
115817631642,168
115817631642,3404
115817631642,3506
115817631642,4236
115817631642,4484
115817631643,158
115817631643,252
115817631643,2106
115817631643,2442
115817631643,2678
115817631643,3428
115817631643,4106
115821348670,810
115821348670,1152
115821348670,4610
115821348670,4632
115821348670,4874
115821348671,842
115821348671,3260
115821348671,4604
115821348671,4932
115821348672,978
115821348672,1026
115821348672,1700
115821348672,2960
115821348672,3404
115821348673,288
115821348673,938
115821348673,1320
115821348673,1838
116255850744,158
116255850744,3458
116255850744,4448
116255850744,4910
116255850745,1140
116255850745,2744
116255850745,4598
116255850746,720
116255850746,950
116255850746,1880
116255850746,2340
116255850746,2432
116255850746,3552
116255850746,3818
116255850747,26
116255850747,774
116255850747,1040
116255850747,2100
116255850747,4080
116255850747,4338
116255850747,4728
116255850745,1140
116255850745,2744
116255850745,4598
116255850746,720
116255850746,950
116255850746,1880
116255850746,2340
116255850746,2432
116255850746,3552
116255850746,3818
116255850747,26
116255850747,774
116255850747,1040
116255850747,2100
116255850747,4080
116255850747,4338
116255850747,4728
116255850748,306
116255850748,786
116255850748,900
116255850748,1430
116255850748,1638
116255850748,1878
116255850748,2996
116255850748,3050
116255850748,3276
116255850748,3392
116255850748,4950
117347666774,1818
117347666774,3410
117347666774,3764
117347666774,4076
117347666775,782
117347666775,990
117347666775,1962
117347666775,4514
117347666776,642
117347666777,1056
117347666777,2456
117347666777,3216
117347666777,4814
117961457777,3498
117961457778,326
117961457778,1248
117961457779,2040
117961457779,4040
117961457779,4286
117961457779,4508
117961457780,2004
117961457780,4244
118005672016,110
118005672016,1964
118005672016,1974
118005672016,4140
118005672017,194
118005672017,1154
118005672017,1908
118005672018,396
118005672018,650
118005672018,1902
118005672018,2748
118005672019,530
118005672019,1784
118005672019,3114
118005672019,4130
118323412292,884
118323412292,4386
118323412293,1148
118323412293,1766
118323412293,1902
118323412293,2352
118323412293,2696
118323412293,2960
118323412293,3600
118323412293,4778
118323412294,18
118323412294,746
118323412294,794
118323412294,2510
118323412294,2886
118323412294,3390
118323412295,2682
118551578372,266
118551578372,1766
118551578372,4088
118551578373,440
118551578373,2018
118551578373,2906
118551578374,170
118551578374,1896
118551578374,2846
118551578374,3024
118551578374,3518
118551578374,3818
118551578374,4304
118551578374,4938
118551578375,1770
119200169424,510
119200169424,1064
119200169425,264
119200169425,2802
119200169425,3570
119200169425,4182
119200169426,954
119200169426,1490
119200169426,2622
119200169426,3722
119200169426,4404
119200169427,18
119200169427,2058
119200169427,2958
119434855593,476
119434855593,1812
119434855593,3398
119434855593,4920
119434855594,444
119434855594,1256
119434855594,1266
119434855594,1374
119434855594,1470
119434855594,1500
119434855594,4224
119434855594,4290
119434855594,4380
119434855594,4484
119434855595,1758
119434855595,2672
119434855595,3504
119434855596,1832
119456408269,630
119456408269,1358
119456408269,2580
119456408269,2984
119456408269,3198
119456408270,2004
119456408270,3552
119456408271,482
119456408271,1004
119456408271,1154
119456408271,1200
119456408271,2642
119456408271,3744
119456408271,3774
119456408271,4044
119456408271,4970
119456408272,248
119456408272,2046
119456408272,2604
119456408272,2706
119456408272,3978
119456408272,4044
119456408272,4506
119456408272,4730
120541756903,1416
120541756903,4598
120541756903,4788
120541756904,1358
120541756904,1904
120541756904,3690
120541756904,4956
120541756905,42
120541756905,110
120541756905,2352
120541756905,2714
120541756905,2900
120541756905,3672
120541756906,672
120541756906,1772
120541756906,1860
120541756906,2600
120541756906,3500
120805142626,1950
120805142626,3444
120805142626,3950
120805142627,600
120805142627,1488
120805142627,1526
120805142627,3764
120805142627,4536
120805142628,1820
120805142628,1922
120805142628,4338
120805142628,4916
120805142629,1074
120805142629,1838
120805142629,2228
120805142629,2540
120805142629,2616
120805142629,2750
120805142629,2858
120805142629,3248
120805142629,4808
120854621882,1794
120854621882,2204
120854621882,2664
120854621882,4290
120854621882,4680
120854621883,1310
120854621883,3122
120854621883,3350
120854621883,3390
120854621884,3090
120854621884,3974
120854621884,4914
120854621884,4928
120854621885,840
120854621885,932
120854621885,1434
120854621885,1890
121059987182,164
121059987182,1068
121059987182,2630
121059987182,4064
121059987182,4518
121059987182,4776
121059987182,4854
121059987183,620
121059987183,2718
121059987184,3086
121059987184,3356
121059987184,3738
121059987185,374
121059987185,582
121059987185,1172
121059987185,1578
121059987185,2414
121059987185,2732
121059987185,2772
121059987185,3330
121059987185,3888
121059987185,4338
121540289494,1578
121540289494,2940
121540289494,3986
121540289495,740
121540289495,812
121540289495,2910
121540289495,3548
121540289495,3614
121540289495,4704
121540289496,902
121540289496,2832
121540289497,666
121540289497,1074
121540289497,2934
121540289497,4976
121978847679,4074
121978847679,4380
121978847680,3092
121978847680,3332
121978847680,3468
121978847680,3738
121978847681,2754
121978847681,2820
121978847682,624
121978847682,1290
121978847682,1790
121978847682,2358
121978847682,2826
121978847682,3660
122341472147,650
122341472147,674
122341472147,1356
122341472147,2948
122341472147,3128
122341472148,1302
122341472148,2130
122341472148,3638
122341472148,4130
122341472148,4800
122341472149,1718
122341472149,2928
122341472149,3474
122341472149,4506
122341472149,4508
122341472150,2688
122341472150,3458
122341472150,3492
122341472150,4094
122341472150,4220
122341472150,4898
122625075193,4836
122625075194,956
122625075194,2844
122625075194,3264
122625075195,1638
122625075196,734
122625075196,804
122663937161,392
122663937161,1610
122663937161,1920
122663937161,3968
122663937161,4170
122663937162,168
122663937162,1478
122663937162,2256
122663937162,3480
122663937163,1572
122663937163,1760
122663937163,2838
122663937163,3848
122663937163,4302
122663937164,2114
122663937164,2564
122726858402,320
122726858402,354
122726858402,1104
122726858403,350
122726858403,576
122726858403,1626
122726858403,2510
122726858403,4116
122726858403,4758
122726858404,6
122726858404,114
122726858404,1386
122726858404,1526
122726858404,4160
122726858405,782
122726858405,2420
122726858405,4524
122726858405,4944
123037305944,248
123037305944,588
123037305944,2298
123037305944,3666
123037305944,4704
123037305945,1302
123037305945,2292
123037305945,3918
123037305946,2
123037305946,428
123037305946,1478
123037305946,1962
123037305946,3344
123037305946,3740
123037305946,4790
123037305947,866
123037305947,2256
123037305947,2936
123037305947,4076
123172135550,482
123172135550,684
123172135550,4100
123172135550,4508
123172135550,4640
123172135551,1122
123172135551,2604
123172135551,2898
123172135552,786
123172135552,1086
123172135552,1416
123172135552,2996
123172135552,3830
123172135552,4170
123172135552,4404
123172135553,4122
123209692698,948
123209692699,1190
123209692699,1398
123209692699,1766
123209692699,3264
123209692699,3728
123209692699,4128
123209692700,770
123209692700,3038
123209692700,3842
123209692700,4260
123209692701,398
123209692701,828
123209692701,1734
123209692701,3564
123209692701,4920
123354822863,2058
123354822863,2472
123354822863,4152
123354822863,4598
123354822864,1368
123354822864,4176
123354822864,4448
123354822865,618
123354822865,1902
123354822865,2520
123354822865,2604
123354822866,2420
123354822866,3560
123354822866,4178
123354822866,4688
123499897759,608
123499897759,2546
123499897759,4064
123499897759,4580
123499897760,1388
123499897760,2040
123499897760,2448
123499897761,242
123499897761,3854
123499897761,4440
123499897762,140
123499897762,188
123499897762,906
123499897762,1718
123499897762,1956
123499897762,2088
123744190364,548
123744190364,1128
123744190364,1416
123744190365,474
123744190365,1298
123744190365,4514
123744190366,624
123744190366,1250
123744190366,3912
123744190367,738
123744190367,1694
123744190367,2174
123744190367,3458
123744190367,3626
123744190367,3930
123744190367,4596
123817086064,926
123817086064,3330
123817086064,3758
123817086064,4196
123817086065,552
123817086065,2450
123817086065,3450
123817086066,378
123817086066,2052
123817086066,4568
123817086067,2364
123817086067,2744
123817086067,3336
123817086067,3836
123817086067,4064
123847610498,2912
123847610498,3330
123847610498,4368
123847610498,4938
123847610499,444
123847610499,908
123847610499,1854
123847610499,3036
123847610499,3188
123847610499,3206
123847610499,3684
123847610499,3786
123847610499,4268
123847610499,4388
123847610500,2328
123847610500,4388
123847610501,1572
123847610501,2438
123847610501,2780
123847610501,3452
123847610501,4548
124047626857,1754
124047626857,2274
124047626857,4010
124047626857,4850
124047626858,1556
124047626858,4532
124047626859,1734
124047626859,3540
124047626860,2604
124201076593,312
124201076593,690
124201076593,1560
124201076593,1796
124201076593,1832
124201076593,2178
124201076593,4818
124201076594,1148
124201076594,1308
124201076594,1466
124201076594,2046
124201076594,2730
124201076594,2876
124201076594,3780
124201076594,4868
124201076595,594
124201076595,702
124201076596,2504
124201076596,3954
124201076596,4502
124201076596,4584
124246417533,776
124246417533,1328
124246417533,2100
124246417533,2622
124246417533,3456
124246417533,3710
124246417533,3776
124246417533,4602
124246417534,1320
124246417534,1664
124246417534,1680
124246417534,4178
124246417535,2534
124246417535,3974
124246417536,740
124246417536,1244
124246417536,2048
124246417536,4454
124246417536,4764
124340002320,2
124340002320,842
124340002320,1218
124340002320,4272
124340002321,914
124340002321,1224
124340002321,2208
124340002321,2378
124340002321,4064
124340002321,4932
124340002322,726
124340002322,950
124340002322,1374
124340002322,2466
124340002322,3636
124340002323,3402
124340002323,3458
124749688743,2100
124749688743,2336
124749688743,2502
124749688743,3012
124749688743,3020
124749688744,4898
124749688745,1014
124749688745,1418
124749688745,1460
124749688745,1644
124749688745,2204
124749688745,4290
124749688746,1260
124749688746,4382
124749688746,4758
124939309254,138
124939309254,468
124939309254,560
124939309254,2294
124939309254,4080
124939309254,4100
124939309254,4194
124939309254,4578
124939309254,4586
124939309255,2852
124939309255,3762
124939309256,3018
124939309256,3218
124939309256,3360
124939309256,3800
124939309257,404
124939309257,938
125202509283,572
125202509283,2046
125202509283,2522
125202509283,4028
125202509284,2378
125202509284,4080
125202509284,4638
125202509284,4928
125202509285,1838
125202509285,3384
125202509285,4154
125202509286,600
125202509286,2384
125202509286,2652
125202509286,3444
125202509286,4100
125315553985,2808
125315553985,3128
125315553985,3164
125315553985,3752
125315553985,4320
125315553986,2288
125315553986,2442
125315553987,630
125315553987,668
125315553987,726
125315553987,1638
125315553987,1790
125315553987,3608
125315553988,512
125315553988,608
125315553988,1358
125315553988,2256
125315553988,3696
125385480009,1310
125385480009,1638
125385480009,4920
125385480010,1428
125385480010,1908
125385480010,3524
125385480010,3968
125385480010,4722
125385480011,294
125385480011,2720
125385480011,2900
125385480011,2928
125385480011,4224
125385480012,620
125385480012,2270
125385480012,2834
125385480012,3864
125385480012,4680
125385480012,4794
125387781789,2504
125387781789,2600
125387781789,3864
125387781790,1104
125387781790,3398
125387781790,4958
125387781791,560
125387781791,2204
125387781791,2310
125387781791,3038
125387781791,4788
125387781792,264
125387781792,1724
125387781792,2228
125387781792,3600
125387781792,4400
125479346652,918
125479346652,2756
125479346653,576
125479346653,1316
125479346653,2120
125479346654,2588
125479346654,3008
125479346654,3296
125479346654,4950
125479346655,1994
125479346655,2624
125479346655,2970
125479346655,3644
125479346655,4374
126368511389,1248
126368511389,1544
126368511389,2226
126368511390,1890
126368511391,1008
126368511391,2694
126368511391,4650
126368511392,1230
126368511392,1938
126368511392,2750
126368511392,2768
126368511392,3740
126368511392,4958
126378553414,548
126378553414,2778
126378553414,3498
126378553415,420
126378553416,3500
126378553416,3552
126378553417,408
126378553417,3726
126441837157,1964
126441837157,3044
126441837158,80
126441837158,1328
126441837158,1566
126441837158,2468
126441837158,2678
126441837158,3450
126441837158,3798
126441837159,1218
126441837159,1488
126441837159,1566
126441837159,2138
126441837159,2418
126441837159,4140
126441837159,4176
126441837159,4514
126441837160,1724
126441837160,2730
126441837160,3824
126468576199,1224
126468576199,2124
126468576199,3828
126468576199,4010
126468576200,122
126468576200,594
126468576200,1902
126468576200,4218
126468576200,4220
126468576201,180
126468576201,1268
126468576201,1478
126468576201,4454
126468576202,1290
126468576202,4508
126468576202,4784
126720185652,296
126720185652,566
126720185652,924
126720185652,2604
126720185652,2630
126720185652,4010
126720185652,4016
126720185653,2
126720185653,18
126720185653,3506
126720185653,4758
126720185654,78
126720185655,270
126720185655,4622
126755980783,278
126755980783,1362
126755980783,1556
126755980783,1892
126755980783,2396
126755980783,2538
126755980783,2582
126755980783,3062
126755980783,3558
126755980783,4482
126755980784,714
126755980784,2934
126755980784,3960
126755980784,4004
126755980785,3702
126755980785,3750
126755980785,4388
126755980786,968
126755980786,1448
126755980786,2162
126755980786,3758
126755980786,3804
126755980786,4640
127023420463,2780
127023420463,3516
127023420463,4478
127023420464,3188
127023420465,1454
127023420465,1634
127023420465,2562
127023420465,4844
127023420466,564
127023420466,1392
127023420466,1754
127023420466,3650
127023420466,4248
127023420466,4394
127197144447,1068
127197144448,3558
127197144449,164
127197144449,2570
127197144449,2910
127197144449,4164
127197144450,672
127197144450,1808
127197144450,3168
127365701377,1080
127365701377,3176
127365701377,4440
127365701378,3200
127365701379,2676
127365701379,3630
127365701379,4784
127365701380,384
127365701380,1070
127365701380,2240
127365701380,3510
127408727027,1320
127408727027,3128
127408727027,4248
127408727028,302
127408727028,842
127408727028,1650
127408727028,2162
127408727028,3222
127408727028,3788
127408727028,4928
127408727029,2370
127408727029,2406
127408727029,4326
127408727029,4784
127408727030,1310
127408727030,1328
127408727030,2414
127408727030,3008
127772855880,410
127772855880,1154
127772855880,2378
127772855880,3374
127772855880,4074
127772855880,4872
127772855881,1374
127772855881,3450
127772855882,158
127772855882,744
127772855882,1346
127772855882,2618
127772855882,2820
127772855882,2970
127772855882,3234
127772855882,4898
127772855883,510
127772855883,1052
127772855883,2148
127772855883,2826
127772855883,3948
127853149134,464
127853149134,708
127853149134,1086
127853149134,1944
127853149135,1122
127853149135,1664
127853149135,2168
127853149135,2982
127853149135,3320
127853149136,2274
127853149136,2450
127853149136,4878
127853149137,38
127853149137,488
127853149137,4358
127853149137,4884
127853149137,4904
128243633768,1320
128243633768,2250
128243633768,2400
128243633768,3170
128243633768,4202
128243633769,2850
128243633769,4596
128243633770,720
128243633770,728
128243633770,1080
128243633770,1988
128243633770,3054
128243633770,3854
128243633771,2742
128243633771,4512
128617976142,1158
128617976142,1578
128617976142,2064
128617976142,3674
128617976142,4884
128617976143,608
128617976143,1560
128617976143,2882
128617976144,3086
128617976144,4646
128617976145,650
128617976145,1812
128781878679,516
128781878679,1790
128781878679,2748
128781878679,3894
128781878680,1530
128781878680,1848
128781878680,4584
128781878682,78
128781878682,848
128781878682,854
128781878682,1476
128781878682,1836
128781878682,2396
128781878682,3156
128781878682,4508
128781878682,4706
129289255356,804
129289255356,1020
129289255356,1160
129289255356,4622
129289255357,2448
129289255357,4784
129289255358,770
129289255358,1650
129289255358,2198
129289255358,4338
129289255359,678
129289255359,3500
129289255359,3710
129289255359,4134
129476973894,410
129476973894,774
129476973894,1346
129476973894,2588
129476973894,2780
129476973894,3470
129476973894,3936
129476973894,4010
129476973895,434
129476973895,2684
129476973895,2894
129476973895,3290
129476973895,3762
129476973895,4682
129476973896,744
129476973896,840
129476973896,2712
129476973896,3972
129476973897,186
129476973897,1964
129476973897,3420
130043666633,470
130043666633,2538
130043666633,3332
130043666633,4782
130043666634,1214
130043666634,1824
130043666635,180
130043666635,228
130043666635,2754
130043666635,3120
130043666635,4064
130043666635,4982
130043666636,420
130043666636,3000
130549613720,1148
130549613720,1200
130549613720,3528
130549613720,4058
130549613721,2130
130549613721,2568
130549613721,3078
130549613721,3362
130549613721,3390
130549613721,3758
130549613722,444
130549613722,2310
130549613722,2496
130549613722,3584
130549613722,4296
130549613722,4520
130549613722,4710
130549613723,92
130549613723,456
130549613723,890
130549613723,1268
130549613723,3992
130549613723,4382
130549613723,4688
130581270765,422
130581270765,1248
130581270765,1298
130581270765,1790
130581270765,3140
130581270765,3668
130581270765,4944
130581270766,2688
130581270766,3498
130581270766,3684
130581270766,4692
130581270767,1416
130581270767,1508
130581270767,2520
130581270767,2820
130581270767,3408
130581270768,306
130581270768,422
130581270768,1368
130581270768,1416
130583176000,3158
130583176000,3422
130583176000,4982
130583176001,324
130583176001,1224
130583176001,3072
130583176001,3492
130583176002,86
130583176002,1590
130583176002,1748
130583176002,2316
130583176002,4820
130583176003,1026
130583176003,1202
130583176003,1700
130601213839,606
130601213839,1736
130601213839,3278
130601213839,3698
130601213840,1302
130601213840,2318
130601213840,2802
130601213841,228
130601213841,572
130601213841,2078
130601213841,2364
130601213841,3024
130601213841,4262
130601213841,4352
130601213841,4562
130601213841,4728
130601213842,54
130601213842,924
130601213842,4578
130626533910,758
130626533910,860
130626533910,4772
130626533911,1058
130626533911,2552
130626533912,3738
130626533912,4344
130626533912,4478
130626533912,4904
130626533913,2180
130626533913,2202
130626533913,3230
130626533913,4848
130854247187,2270
130854247187,2574
130854247187,2664
130854247188,150
130854247188,1448
130854247188,4436
130854247188,4902
130854247189,710
130854247189,3344
130854247189,4410
130854247190,2090
130854247190,2100
130854247190,2910
130854247190,3614
130854247190,4062
130854247190,4208
130854247190,4898
131021872001,1052
131021872001,1640
131021872001,4134
131021872001,4782
131021872002,714
131021872002,1280
131021872002,1736
131021872002,4988
131021872003,198
131021872003,942
131021872003,2228
131021872003,3306
131021872003,3698
131021872004,720
131021872004,1538
131021872004,2760
131021872004,4628
131070597161,1220
131070597161,2858
131070597161,3084
131070597161,3668
131070597161,4442
131070597162,2166
131070597162,3498
131070597162,3524
131070597163,168
131070597163,1568
131070597163,3546
131070597164,180
131070597164,270
131070597164,3216
131070597164,3218
131070597164,3300
131892175950,992
131892175951,614
131892175951,720
131892175951,1464
131892175951,2114
131892175951,2792
131892175951,3170
131892175952,1466
131892175952,1650
131892175952,2460
131892175952,4956
131892175953,4698
131931108516,1622
131931108516,1842
131931108516,3264
131931108516,4370
131931108516,4758
131931108517,620
131931108517,900
131931108517,1298
131931108517,2028
131931108517,3164
131931108518,1098
131931108518,1250
131931108518,1278
131931108518,1400
131931108518,1908
131931108518,3876
131931108519,444
131931108519,686
131931108519,1308
131931108519,2744
131931108519,2978
131931108519,3608
131931108519,4710
132170006476,734
132170006476,1692
132170006476,3078
132170006476,4962
132170006477,164
132170006477,1328
132170006477,2418
132170006477,4730
132170006478,272
132170006478,792
132170006478,1412
132170006478,1568
132170006478,3998
132170006478,4640
132170006479,516
132170006479,896
132170006479,1244
132170006479,1680
132170006479,4814
132447599813,146
132447599813,458
132447599813,500
132447599813,3116
132447599813,4332
132447599813,4716
132447599813,4796
132447599813,4976
132447599814,186
132447599814,350
132447599814,614
132447599814,900
132447599814,1890
132447599814,4368
132447599814,4700
132447599815,872
132447599815,2154
132447599815,2354
132447599815,3528
132447599815,3912
132447599815,4484
132447599816,1472
132447599816,4974
132571338233,248
132571338233,1148
132571338233,2760
132571338233,4118
132571338234,44
132571338234,866
132571338234,1754
132571338234,2690
132571338234,2696
132571338234,4230
132571338234,4496
132571338234,4638
132571338234,4674
132571338235,404
132571338235,1524
132571338235,2100
132571338235,2384
132571338235,4242
132571338236,1178
132571338236,3168
133054422117,4226
133054422117,4730
133054422118,980
133054422118,1446
133054422118,2258
133054422118,2322
133054422118,2618
133054422118,2766
133054422119,954
133054422119,2124
133054422119,2306
133054422119,3096
133054422119,4398
133054422120,948
133054422120,1398
133054422120,2582
133054422120,2700
133054422120,3570
133054422120,3942
133054422120,4014
133054422120,4062
133054422120,4322
133226708613,1778
133226708613,1802
133226708613,3072
133226708613,3990
133226708613,4298
133226708614,840
133226708614,1196
133226708614,2826
133226708614,2984
133226708614,3294
133226708614,3348
133226708614,4194
133226708614,4584
133226708615,3360
133226708615,4230
133226708616,1878
133226708616,2468
133226708616,3252
133226708616,4682
133610174966,368
133610174966,870
133610174966,4170
133610174966,4502
133610174967,248
133610174967,608
133610174967,870
133610174967,1250
133610174967,1314
133610174967,1694
133610174967,1760
133610174967,3164
133610174967,4896
133610174968,740
133610174968,842
133610174969,4140
133610174969,4590
133674904373,26
133674904373,4172
133674904374,246
133674904374,1256
133674904374,3414
133674904374,4976
133674904375,158
133674904375,362
133674904375,522
133674904375,1680
133674904375,2568
133674904375,2924
133674904375,3414
133674904375,4818
133674904376,740
133674904376,1070
133722846597,278
133722846597,4124
133722846597,4844
133722846598,126
133722846598,798
133722846598,1008
133722846598,2510
133722846598,3920
133722846598,4122
133722846599,1476
133722846599,1544
133722846599,1908
133722846599,2358
133722846600,144
133722846600,482
133722846600,1262
133722846600,3294
133722846600,3318
133722846600,4718
133876346358,278
133876346358,792
133876346358,1922
133876346358,2360
133876346358,3152
133876346358,3176
133876346358,4872
133876346359,1188
133876346359,1524
133876346359,1616
133876346359,2550
133876346359,2664
133876346359,2826
133876346359,3236
133876346359,3734
133876346359,4580
133876346360,122
133876346360,1868
133876346360,3290
133876346361,1302
133876346361,2072
133876346361,3332
133876346361,3852
133876346361,3858
133876346361,4202
133876346361,4548
134300067464,1994
134300067464,2090
134300067464,3024
134300067464,3938
134300067465,734
134300067465,1158
134300067465,1848
134300067465,3008
134300067465,3260
134300067466,1508
134300067466,1994
134300067466,2364
134300067466,2480
134300067466,3672
134300067466,4302
134300067467,4958
134300067467,4976
134804131302,2474
134804131302,4416
134804131302,4500
134804131302,4518
134804131302,4790
134804131302,4844
134804131303,1190
134804131303,3246
134804131303,3386
134804131304,2300
134804131304,2996
134804131304,3050
134804131305,602
134804131305,1038
134804131305,2630
134804131305,3044
134804131305,3660
135322305241,1640
135322305241,2024
135322305241,2420
135322305242,2258
135322305242,2666
135322305243,126
135322305243,2406
135322305243,4026
135322305243,4556
135322305244,2964
135322305244,4776
135369268633,1182
135369268633,1448
135369268633,2850
135369268633,4220
135369268633,4448
135369268634,156
135369268634,674
135369268634,936
135369268634,1554
135369268634,1848
135369268634,2144
135369268634,3344
135369268634,3626
135369268634,4554
135369268635,480
135369268635,618
135369268635,2064
135369268635,2232
135369268635,2622
135369268635,3074
135369268635,3458
135369268635,3704
135369268635,4284
135369268636,1532
135369268636,2382
135369268636,4118
135369268636,4358
